X,Y,SP_ID,CVEGEO,Den2012,Den2013,Den2014,Den2015
219974.341152004,2323187.09920977,"429","3105000015831",0,4,4,5
220322.962678572,2324139.25702526,"430","3105000015846",18,21,9,15
220481.386894531,2323923.16680929,"431","3105000015850",18,20,6,5
221112.631229285,2323162.48215114,"432","3105000015865",14,3,1,1
220441.848117145,2322740.35380389,"433",310500001587A,5,2,0,0
219768.523333342,2322734.06059625,"434","3105000015884",0,1,0,0
224083.66170358,2329618.49611648,"435","3105000015899",0,0,0,0
230112.908030394,2329685.14785798,"436","3105000015916",0,0,0,0
228811.040163405,2330292.8070384,"437","3105000015920",0,0,0,0
221881.254118966,2312935.10742535,"438","3105000015935",1,0,0,0
224522.576293922,2332331.54627213,"439",310500001594A,0,1,0,0
225397.565644867,2312387.44162756,"440","3105000015969",1,0,0,1
223275.771276793,2312054.86982664,"441","3105000015973",0,0,0,0
220928.089223563,2318517.18784752,"442","3105000015988",5,9,10,7
219102.944119349,2319792.11880267,"443","3105000015992",0,1,0,0
227726.374951493,2312120.47532821,"444","3105000016007",0,0,0,0
224159.835445397,2313312.93197441,"445","3105000016030",23,7,4,22
224041.432997668,2314344.9508974,"446","3105000016045",24,7,2,25
224845.869580407,2315003.38477473,"447",310500001605A,28,8,5,20
224798.14241665,2313652.49027479,"448","3105000016064",12,3,4,13
222329.0375727,2312443.48547993,"449","3105000016079",0,0,0,0
224347.034746195,2330851.4694101,"450","3105000016083",3,0,0,1
223510.319431078,2329428.49875895,"451","3105000016098",5,6,0,78
224611.3533889,2330044.20757774,"452","3105000016100",3,1,5,0
220779.311251979,2316058.95252384,"453","3105000016115",54,18,6,59
221461.549389886,2316251.70632277,"454",310500001612A,59,26,11,148
221452.636846825,2314636.24044019,"455","3105000016134",19,4,3,17
221030.881356481,2315409.13432377,"456","3105000016149",41,16,6,84
217697.218074269,2325625.3800397,"457","3105000016153",0,0,0,0
222398.317018309,2325754.52632442,"458","3105000016168",0,0,0,0
221872.024690341,2312397.44362324,"459","3105000016172",0,0,0,0
225697.714693623,2313142.71399194,"460","3105000016187",1,0,0,0
224965.891654206,2312467.88057795,"461","3105000016191",0,0,0,0
227785.866055849,2314071.00226767,"462","3105000016204",0,0,0,0
227824.415738802,2313493.08942099,"463","3105000016219",0,0,0,0
235000.24499238,2323737.03375405,"464","3105000016223",0,0,0,0
224975.303284176,2332347.59030751,"465","3105000016238",0,0,0,0
226068.312423201,2332296.61663259,"466","3105000016242",0,0,1,0
227741.098751496,2331988.83115096,"467","3105000016257",0,0,0,0
234839.190752195,2325147.71965475,"468","3105000016261",1,0,0,1
225311.679822511,2312006.36548356,"469","3105000016350",0,0,0,0
222064.578122263,2321086.79923921,"470","3105000016365",25,13,9,6
231830.589536915,2321273.52363216,"471",310500001637A,23,8,7,20
231885.785116921,2320645.64832494,"472","3105000016384",34,5,5,21
231674.615036497,2320156.39087485,"473","3105000016399",20,8,6,3
232111.721041472,2320269.1296303,"474","3105000016401",13,7,1,5
226930.676210164,2312496.70349738,"475","3105000016416",7,2,1,12
226583.99826396,2311165.70451437,"476","3105000016420",10,0,0,5
234798.229619969,2324633.22476518,"477","3105000016435",4,1,0,3
235407.688398184,2324701.2778772,"478",310500001644A,0,0,0,0
222882.124636715,2332151.87825605,"479","3105000016454",0,1,0,0
223323.752442364,2332164.23556537,"480","3105000016469",0,0,0,0
226319.74023279,2326118.45167475,"481","3105000016473",17,9,7,41
226912.484740844,2326065.27955487,"482","3105000016488",16,10,6,14
227099.227256956,2329307.01005587,"483","3105000016492",7,4,0,7
228084.452603009,2329062.20732343,"484","3105000016505",11,2,1,3
225178.864484381,2329359.37177417,"485",310500001651A,9,4,2,1
225055.991950337,2329036.41217463,"486","3105000016524",16,10,4,4
229667.920001599,2327520.87571676,"487","3105000016539",2,1,0,2
229785.448073278,2328208.27272739,"488","3105000016543",3,0,0,2
222239.482526309,2321562.92845524,"489","3105000016558",31,15,8,6
227957.176793373,2312502.36505208,"490","3105000016581",0,0,0,0
218467.523235327,2327570.42927645,"491",310500075441A,2,1,1,0
219416.556097186,2327050.50322907,"492","3105000754424",0,1,0,0
220113.101502676,2325535.80312479,"493","3105000754439",1,1,2,0
219463.937925127,2326497.19656942,"494","3105000754443",55,27,21,15
219312.838704248,2325668.99137286,"495","3105000754458",51,34,10,23
219625.660673135,2326957.06811322,"496","3105000755564",0,0,0,0
219312.211915446,2327172.89716704,"497","3105000756011",0,0,0,0
220030.864904516,2326725.90729178,"498","3105000756026",0,0,0,0
218114.552977115,2326896.55301732,"499","3105000756562",30,19,10,16
218271.100616693,2326005.59142427,"500","3105000756577",32,13,13,6
233924.690796414,2330004.73347454,"501","3105000842184",7,0,1,5
233730.112879704,2328706.85180685,"502","3105000842199",34,6,1,30
235024.929716129,2328141.39842567,"503","3105000843568",0,0,0,0
233060.546388419,2328137.28607584,"504","3105000844053",0,0,0,0
232991.711388152,2329223.98971983,"505","3105000844373",2,1,0,2
234543.084789296,2329700.89880647,"506","3105000845193",4,2,0,7
234348.710415799,2328285.22028547,"507","3105000845206",23,5,1,14
233316.459707024,2329671.05382471,"508","3105000845545",0,0,0,0
235258.057645258,2330174.71043155,"509","3105000845954",0,0,0,0
232983.056968814,2329474.4883887,"510","3105000846308",0,0,0,0
229339.812476759,2314925.55212532,"511","3105004086596",14,3,3,3
229477.531661267,2313941.05047382,"512","3105004086609",7,2,1,6
213089.688260039,2311760.47862325,"513","3110100010189",80,11,5,84
213773.262726289,2312506.52526261,"514","3110100010193",58,8,7,88
214318.380085861,2311930.2892249,"515","3110100010206",103,9,10,55
215069.060952657,2312136.38102295,"516","3110100010210",85,15,9,35
215742.942985051,2312836.83232431,"517","3110100010225",22,2,0,4
215716.861752063,2312514.23662324,"518",311010001023A,22,4,3,10
216835.898543982,2313736.31317338,"519",311010001030A,23,6,2,3
216662.505028627,2312617.38879981,"520","3110100010314",6,2,1,1
212394.243301127,2312945.40695451,"521","3110100010329",0,0,0,0
214442.608855951,2310639.67320052,"522","3110100010333",57,7,7,64
215333.920121118,2310751.38343225,"523","3110100010348",41,17,12,48
212858.294170328,2311514.18738871,"524","3110100010352",2,0,0,4
212668.506586215,2312478.21210519,"525","3110100010386",0,0,0,0
212835.302412724,2312788.4856732,"526","3110100010390",5,0,1,2
212632.139165007,2312266.61827351,"527","3110100010403",0,0,0,2
215321.809965512,2310054.86219552,"528","3110100010418",0,0,1,2
219193.136112564,2315654.86807348,"529","3110100010422",7,5,3,1
219314.692086652,2316106.79122356,"530","3110100010437",8,4,2,2
217896.743698767,2315814.96987427,"531","3110100010441",23,3,4,7
220528.004728618,2314967.245111,"532","3110100010456",16,3,6,22
219056.613812705,2314956.66972815,"533","3110100010460",9,8,3,16
219331.012955733,2315431.18250702,"534","3110100010475",24,8,3,24
218650.395330217,2314692.05232442,"535",311010001048A,0,0,0,0
213855.125387551,2311127.35233569,"536","3110100010494",66,8,10,53
213774.773263848,2310206.03924479,"537","3110100010507",24,6,8,24
212445.771018626,2312616.68648511,"538","3110100010511",0,0,0,0
214621.037520328,2312713.9297132,"539","3110100010526",3,1,0,2
